date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:35:44	293243/293243	---M--	200	added ('OK')	image/png	etag:%224797b-5b7fdac5df180%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/maker.png	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/maker.png	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:35:48	143627/143627	---M--	200	added ('OK')	image/jpeg	etag:%222310b-5b70a39b0d740%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2555.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2555.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:35:56	237445/237445	---M--	200	added ('OK')	image/jpeg	etag:%2239f85-5b70a39c01980%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2555_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2555_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:35:56	37194/37194	---M--	200	added ('OK')	image/jpeg	etag:%22914a-5b70a39a19500%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2568.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2568.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:35:56	58161/58161	---M--	200	added ('OK')	image/jpeg	etag:%22e331-5b70a39c01980%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2568_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2568_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:36:16	86766/86766	---M--	200	added ('OK')	image/jpeg	etag:%22152ee-5b70a399252c0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2603.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2603.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:36:24	147095/147095	---M--	200	added ('OK')	image/jpeg	etag:%2223e97-5b70a39cf5bc0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2603_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2603_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:36:37	202547/202547	---M--	200	added ('OK')	image/jpeg	etag:%2231733-5b70a39cf5bc0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2743_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2743_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:36:39	124444/124444	---M--	200	added ('OK')	image/jpeg	etag:%221e61c-5b70a399252c0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2743.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/dsc-2743.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:36:54	178052/178052	---M--	200	added ('OK')	image/jpeg	etag:%222b784-5b70a39cf5bc0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/s-12853329_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/s-12853329_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:36:57	4353/4353	---M--	200	added ('OK')	image/png	etag:%221101-5b7fe93c09000%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/future-1_1.png	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/future-1_1.png	(from http://108-2.dday.dschool.ntu.edu.tw/26410203582282323416260452403720013.html)
20:36:57	112929/112929	---M--	200	added ('OK')	image/jpeg	etag:%221b921-5b70a39831080%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/s-12853329.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/s-12853329.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/214882282333258368963277331038.html)
20:36:58	106637/106637	---M--	200	added ('OK')	image/jpeg	etag:%221a08d-5b70a2d2c7ec0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/2071765821_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/2071765821_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/26410203582282323416260452403720013.html)
20:37:02	19776/19776	---M--	200	added ('OK')	image/jpeg	etag:%224d40-5b7fdbd69f500%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/218710301.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/218710301.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/3852521488240372031623460.html)
20:37:21	95744/95744	---M--	200	added ('OK')	image/jpeg	etag:%2217600-5b70a2234e0c0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/02-1_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/02-1_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/3852521488240372031623460.html)
